frequency_start[GHz],frequency_end[GHz],r_step210_LFA_start,r_step210_LFA_end,r_step216_LFA_start,r_step216_LFA_end,r_step222_LFA_start,r_step222_LFA_end,r_step228_LFA_start,r_step228_LFA_end,r_step235_LFA_start,r_step235_LFA_end,r_step241_LFA_start,r_step241_LFA_end,r_step248_LFA_start,r_step248_LFA_end,r_step256_LFA_start,r_step256_LFA_end,r_step263_LFA_start,r_step263_LFA_end,r_step270_LFA_start,r_step270_LFA_end,r_step278_LFA_start,r_step278_LFA_end,r_step286_LFA_start,r_step286_LFA_end,r_step294_LFA_start,r_step294_LFA_end,r_step303_LFA_start,r_step303_LFA_end,r_step312_LFA_start,r_step312_LFA_end,r_step210_HFA_start,r_step210_HFA_end,r_step216_HFA_start,r_step216_HFA_end,r_step222_HFA_start,r_step222_HFA_end,r_step228_HFA_start,r_step228_HFA_end,r_step235_HFA_start,r_step235_HFA_end,r_step241_HFA_start,r_step241_HFA_end,r_step248_HFA_start,r_step248_HFA_end,r_step256_HFA_start,r_step256_HFA_end,r_step263_HFA_start,r_step263_HFA_end,r_step270_HFA_start,r_step270_HFA_end,r_step278_HFA_start,r_step278_HFA_end,r_step286_HFA_start,r_step286_HFA_end,r_step294_HFA_start,r_step294_HFA_end,r_step303_HFA_start,r_step303_HFA_end,r_step312_HFA_start,r_step312_HFA_end
286.04211423064777,288.9025353729543,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0103647074057658,0.0108013981018955,0.0090580757562967,0.0095636870768101,0.0075421832532398,0.0081528900070679,0.0053274979625229,0.0061772297748422,0.0003846228938724,0.0031798579275848,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
288.9025353729543,291.7915607266838,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0108013981018955,0.013,0.0095636870768101,0.0100407015627889,0.0081528900070679,0.0087172354795407,0.0061772297748422,0.0069187287019859,0.0031798579275848,0.0044731427906272,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
291.7915607266838,294.70947633395065,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0100407015627889,0.0104930328874817,0.0087172354795407,0.0092437294461327,0.0069187287019859,0.0075838261527293,0.0044731427906272,0.0054626669134822,0.0,0.0015555695278138,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
294.70947633395065,297.65657109729017,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0104930328874817,0.0109237601432246,0.0092437294461327,0.0097385267947797,0.0075838261527293,0.008191170383376,0.0054626669134822,0.0062934038791922,0.0015555695278138,0.0035168611894595,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
297.65657109729017,300.6331368082631,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0109237601432246,0.013,0.0097385267947797,0.0102062517537351,0.008191170383376,0.0087528072459751,0.0062934038791922,0.0070219570396812,0.0035168611894595,0.0047170793120887,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
300.6331368082631,303.6394681763457,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0102062517537351,0.0106504843613884,0.0087528072459751,0.0092770564025598,0.0070219570396812,0.0076774892929527,0.0047170793120887,0.0056628292957496,0.0,0.0014549127916785,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
303.6394681763457,306.6758628581092,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0106504843613884,0.0110740644031101,0.0092770564025598,0.0097699521179045,0.0076774892929527,0.0082773838731576,0.0056628292957496,0.0064667591401277,0.0014549127916785,0.0034738011794736,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
306.6758628581092,309.74262148669027,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0110740644031101,0.013,0.0097699521179045,0.0102360378893063,0.0082773838731576,0.0088329992083191,0.0064667591401277,0.0071767066493216,0.0034738011794736,0.0046852767834934,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
309.74262148669027,312.8400477015572,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0102360378893063,0.010678837402327,0.0088329992083191,0.0093522449018418,0.0071767066493216,0.0078183333673914,0.0046852767834934,0.005636542217069,0.0,0.0016429274596914,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
312.8400477015572,315.9684481785728,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.010678837402327,0.0109729044662144,0.0093522449018418,0.0096931219240954,0.0078183333673914,0.0082305245987101,0.005636542217069,0.0062066055699241,0.0016429274596914,0.003095857688073,0.0,0.0017553255741005,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0109729044662144,0.0111011497450801,0.0096931219240954,0.0098408933867212,0.0082305245987101,0.0084073120993224,0.0062066055699241,0.0064439063816343,0.003095857688073,0.0035561039974272
315.9684481785728,319.1281326603585,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0017553255741005,0.0036090583613495,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0111011497450801,0.013,0.0098408933867212,0.0103033120526787,0.0084073120993224,0.0089540531202132,0.0064439063816343,0.0071562594315244,0.0035561039974272,0.0047462149761215
319.1281326603585,322.3194139869621,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0036090583613495,0.0047857562345973,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0103033120526787,0.0107429011688287,0.0089540531202132,0.0094658923292577,0.0071562594315244,0.0077996944992189,0.0047462149761215,0.0056869604166299
